SiteID,852124,Site Timezone,-7,Data Timezone,-7,Longitude,-105.217559814,Latitude,39.7592353821
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),air temperature at 100m (C),air pressure at 100m (Pa)
2014,1,1,0,30,8.91,263.6,4.69,80280
2014,1,1,1,30,7.0200000000000005,268.52,4.82,80290
2014,1,1,2,30,5.3100000000000005,325,4.28,80270
2014,1,1,3,30,14.05,341.17,4.86,80280
2014,1,1,4,30,4.66,36.64,3.49,80320
2014,1,1,5,30,2.0100000000000002,69.23,1.9100000000000001,80390
2014,1,1,6,30,1.7,196.08,1.93,80450
2014,1,1,7,30,3.18,212.59,2.06,80470
2014,1,1,8,30,2.02,242.17000000000002,2.23,80510
2014,1,1,9,30,3.93,1.02,1.9100000000000001,80610
2014,1,1,10,30,2.42,56.72,0.38,80670
2014,1,1,11,30,2.58,64.52,0.93,80690
2014,1,1,12,30,4.07,39.1,1.03,80740
2014,1,1,13,30,3.72,4.74,1.09,80800
2014,1,1,14,30,3.94,349.02,1.31,80840
2014,1,1,15,30,5.55,14.66,-1.08,80900
2014,1,1,16,30,4.45,24.78,-2.32,81010
2014,1,1,17,30,2.34,6.38,-2.18,81090
2014,1,1,18,30,0.6,280.7,-2.1,81140
2014,1,1,19,30,2.94,340.2,-1.8900000000000001,81140
2014,1,1,20,30,2.37,63.32,-2.87,81120
2014,1,1,21,30,1.31,14.1,-2.7600000000000002,81100
2014,1,1,22,30,1.47,152.67000000000002,-2.46,81060
2014,1,1,23,30,2.25,179.3,-1.09,81010
2014,1,2,0,30,5.04,229.4,0.02,80980
2014,1,2,1,30,5.48,226.41,0.72,80960
2014,1,2,2,30,5.2,229.82,1.6600000000000001,80940
2014,1,2,3,30,5.44,228.70000000000002,2.71,80910
2014,1,2,4,30,5.21,249.28,3.38,80920
2014,1,2,5,30,2.34,205.71,2.11,80930
2014,1,2,6,30,3.21,150.91,1.9100000000000001,80920
2014,1,2,7,30,3.69,148.19,1.34,80910
2014,1,2,8,30,4.87,161.25,1.6600000000000001,80910
2014,1,2,9,30,2.91,124.12,2.64,80910
2014,1,2,10,30,3.35,135.72,4.0600000000000005,80890
2014,1,2,11,30,4.03,122.29,4.64,80870
2014,1,2,12,30,3.77,140.72,5.37,80850
2014,1,2,13,30,3.31,151.17000000000002,6.01,80830
2014,1,2,14,30,2.65,131.35,6.48,80800
2014,1,2,15,30,2.24,95.97,6.63,80750
2014,1,2,16,30,2.0100000000000002,111.34,6.16,80740
2014,1,2,17,30,2.17,90.62,5.71,80720
2014,1,2,18,30,1.71,61.52,4.88,80690
2014,1,2,19,30,1.09,316.94,5.5600000000000005,80640
2014,1,2,20,30,4.07,291.92,7.12,80600
2014,1,2,21,30,13.16,258.69,7.5,80540
2014,1,2,22,30,12.66,256.49,7.26,80500
2014,1,2,23,30,10.5,259.9,7.03,80470
2014,1,3,0,30,3.79,253.78,7.23,80410
2014,1,3,1,30,1.3,14.74,7.1000000000000005,80320
2014,1,3,2,30,22.29,271.22,7.2,80190
2014,1,3,3,30,23.17,272.64,7.51,80120
2014,1,3,4,30,23.830000000000002,273.24,7.22,80080
2014,1,3,5,30,23.240000000000002,271.93,7.47,80060
2014,1,3,6,30,22.97,272.34000000000003,7.65,80000
2014,1,3,7,30,23.22,272.05,7.61,79940
2014,1,3,8,30,25.19,273.07,7.8,79840
2014,1,3,9,30,25.240000000000002,272.43,8.46,79790
2014,1,3,10,30,25.53,273.19,9.26,79710
2014,1,3,11,30,23.3,271.47,9.83,79680
2014,1,3,12,30,25.23,270.85,9.99,79580
2014,1,3,13,30,24.43,268.37,10.27,79530
2014,1,3,14,30,24.650000000000002,268.8,10.1,79500
2014,1,3,15,30,23.04,261.78000000000003,9.39,79520
2014,1,3,16,30,16.75,255.53,9.07,79590
2014,1,3,17,30,12.01,246.38,8.63,79600
2014,1,3,18,30,6.49,243.66,7.46,79600
2014,1,3,19,30,5.84,248.22,7,79550
2014,1,3,20,30,3.23,224.55,6.0600000000000005,79510
2014,1,3,21,30,1.53,126.57000000000001,6.17,79500
2014,1,3,22,30,5.44,195.9,6.15,79480
2014,1,3,23,30,5.3,164.73,4.87,79490
2014,1,4,0,30,4.44,170.02,4.6000000000000005,79510
2014,1,4,1,30,6.07,63.76,0.98,79680
2014,1,4,2,30,4.14,76.65,-2.61,79770
2014,1,4,3,30,3.95,101.37,-3.36,79800
2014,1,4,4,30,3.34,78.47,-3.46,79840
2014,1,4,5,30,6.48,40.160000000000004,-5.3500000000000005,79880
2014,1,4,6,30,3.99,45.62,-5.6000000000000005,79910
2014,1,4,7,30,3.72,35.64,-5.68,79930
2014,1,4,8,30,2.05,40.83,-5.43,79930
2014,1,4,9,30,5.14,55.65,-6.05,79950
2014,1,4,10,30,4.7700000000000005,54.75,-6.4,79950
2014,1,4,11,30,3.7,36.14,-5.97,79930
2014,1,4,12,30,4.28,36.54,-6.03,79920
2014,1,4,13,30,3.73,47.59,-5.87,79930
2014,1,4,14,30,6.17,36.49,-6.3100000000000005,79980
2014,1,4,15,30,6.9,37.11,-6.640000000000001,80030
2014,1,4,16,30,4.47,12.72,-6.54,80100
2014,1,4,17,30,3.4,40.6,-6.7700000000000005,80150
2014,1,4,18,30,3.6,33.22,-6.72,80180
2014,1,4,19,30,3.5,2.93,-6.94,80190
2014,1,4,20,30,4.21,15.97,-7.54,80210
2014,1,4,21,30,3.16,357.64,-7.29,80230
2014,1,4,22,30,1.25,338.73,-7.04,80230
2014,1,4,23,30,2.37,92.14,-7.51,80220
2014,1,5,0,30,1.9000000000000001,135.04,-7.41,80210
2014,1,5,1,30,2.69,174.12,-7.0200000000000005,80200
2014,1,5,2,30,7.57,295.8,-5.03,80170
2014,1,5,3,30,11.06,315.49,-5.42,80180
2014,1,5,4,30,14.31,293.28000000000003,-5.84,80190
2014,1,5,5,30,14.58,296.63,-6.19,80260
2014,1,5,6,30,8.83,355.77,-9.78,80380
2014,1,5,7,30,8.06,8.59,-10.69,80470
2014,1,5,8,30,7.53,359.84000000000003,-11.24,80520
2014,1,5,9,30,5.84,11.81,-11.03,80570
2014,1,5,10,30,3.88,27.28,-10.61,80580
2014,1,5,11,30,4.84,39.660000000000004,-10.88,80590
2014,1,5,12,30,4.62,35.32,-10.31,80610
2014,1,5,13,30,7.22,30.63,-11.07,80680
2014,1,5,14,30,5.75,26.42,-11.51,80730
2014,1,5,15,30,4.2700000000000005,39.77,-12.25,80760
2014,1,5,16,30,5.03,39.94,-13,80840
2014,1,5,17,30,3.24,44.77,-13.05,80910
2014,1,5,18,30,2.99,35.24,-13.1,80950
2014,1,5,19,30,2.64,49.67,-13.41,80980
2014,1,5,20,30,2.69,49.85,-13.8,80980
2014,1,5,21,30,2.04,45.39,-14.120000000000001,80980
2014,1,5,22,30,1.62,68.53,-14.27,80950
2014,1,5,23,30,0.99,16.96,-13.84,80900
2014,1,6,0,30,4.18,352.86,-12.040000000000001,80870
2014,1,6,1,30,6.92,351.04,-10.48,80840
2014,1,6,2,30,5.4,19.57,-10.23,80810
2014,1,6,3,30,7.61,20.96,-9.9,80750
2014,1,6,4,30,11.25,288.03000000000003,-8.5,80700
2014,1,6,5,30,23.52,289.76,-6.84,80660
2014,1,6,6,30,27.2,296.91,-5.64,80660
2014,1,6,7,30,21.47,299,-5.05,80640
2014,1,6,8,30,21.35,300.36,-3.85,80650
2014,1,6,9,30,24.28,300.88,-2.23,80640
2014,1,6,10,30,20.7,302.84000000000003,-1.04,80660
2014,1,6,11,30,16.31,298.59000000000003,0.07,80670
2014,1,6,12,30,16.96,276.59000000000003,0.97,80690
2014,1,6,13,30,19.240000000000002,276.32,2.24,80670
2014,1,6,14,30,22.400000000000002,282.03000000000003,2.94,80610
2014,1,6,15,30,22.5,282.13,2.97,80550
2014,1,6,16,30,20.41,280.81,2.5300000000000002,80540
2014,1,6,17,30,22.16,282.06,2.82,80580
2014,1,6,18,30,21.23,280.87,3.3200000000000003,80600
2014,1,6,19,30,19.64,276.86,3.25,80600
2014,1,6,20,30,18.63,274.47,3.3200000000000003,80580
2014,1,6,21,30,19.84,277.16,3.46,80560
2014,1,6,22,30,22.080000000000002,283.52,4.04,80520
2014,1,6,23,30,21.56,281.73,4.62,80510
2014,1,7,0,30,20.22,277.1,4.62,80500
2014,1,7,1,30,20.38,276.25,4.95,80490
2014,1,7,2,30,20.7,275.16,5.2700000000000005,80470
2014,1,7,3,30,20.17,273.16,5.67,80430
2014,1,7,4,30,21.52,272.36,6.04,80420
2014,1,7,5,30,22.830000000000002,273.56,6.28,80390
2014,1,7,6,30,22.8,272.89,6.6000000000000005,80360
2014,1,7,7,30,21.240000000000002,271.85,6.69,80340
2014,1,7,8,30,21.69,269.56,7.08,80300
2014,1,7,9,30,19.57,270.47,7.99,80320
2014,1,7,10,30,15.73,269.61,8.44,80330
2014,1,7,11,30,10.870000000000001,268.47,8.65,80320
2014,1,7,12,30,6.93,276.56,9.32,80310
2014,1,7,13,30,8.33,271.51,9.19,80300
2014,1,7,14,30,4.28,293.78000000000003,8.59,80290
2014,1,7,15,30,8.73,275.74,7.37,80250
2014,1,7,16,30,9.290000000000001,275.97,6.97,80240
2014,1,7,17,30,13.58,273.55,6.13,80260
2014,1,7,18,30,13.75,273.54,5.43,80280
2014,1,7,19,30,14.34,274.25,5.2,80250
2014,1,7,20,30,10.72,280.59000000000003,4.41,80240
2014,1,7,21,30,9.93,271.88,3.6,80260
2014,1,7,22,30,12.44,261.41,3.02,80240
2014,1,7,23,30,11.71,254.71,3.75,80260
2014,1,8,0,30,11.53,253.54,2.73,80250
2014,1,8,1,30,1.46,77.42,2.4,80320
2014,1,8,2,30,4.23,347.36,2.34,80280
2014,1,8,3,30,3.68,348.87,2.35,80290
2014,1,8,4,30,2.75,4.28,2.25,80310
2014,1,8,5,30,1.96,325.28000000000003,0.98,80330
2014,1,8,6,30,3.4,342.90000000000003,0.92,80350
2014,1,8,7,30,3.0300000000000002,152.39000000000001,-1.48,80360
2014,1,8,8,30,2.64,197.51,-0.16,80370
2014,1,8,9,30,2.15,212.46,1.11,80380
2014,1,8,10,30,2.5500000000000003,156.93,2.0300000000000002,80380
2014,1,8,11,30,3.71,142.01,1.8900000000000001,80360
2014,1,8,12,30,3.5,141.08,2.49,80340
2014,1,8,13,30,2.7600000000000002,148.48,3.04,80330
2014,1,8,14,30,2.04,153.73,3.45,80310
2014,1,8,15,30,1.98,141.92000000000002,3.17,80300
2014,1,8,16,30,1.69,160.04,2.91,80310
2014,1,8,17,30,0.93,182.09,2.58,80330
2014,1,8,18,30,1.74,150.32,2.16,80330
2014,1,8,19,30,4.68,288.15000000000003,2.11,80290
2014,1,8,20,30,9.46,264.84000000000003,2.43,80260
2014,1,8,21,30,8.8,258.49,3,80270
2014,1,8,22,30,8.47,251.31,3.54,80240
2014,1,8,23,30,6.63,242.16,3.5500000000000003,80220
2014,1,9,0,30,3.44,223.14000000000001,3,80200
2014,1,9,1,30,4.64,239.08,2.7800000000000002,80190
2014,1,9,2,30,6.98,221.51,2.47,80120
2014,1,9,3,30,6.08,203.32,1.8800000000000001,80060
2014,1,9,4,30,8.73,258.93,1.16,80000
2014,1,9,5,30,11.69,255.48000000000002,1.3800000000000001,79980
2014,1,9,6,30,13.48,263.37,1.16,79950
2014,1,9,7,30,17.23,277.59000000000003,0.98,79900
2014,1,9,8,30,16.94,278.03000000000003,1.19,79870
2014,1,9,9,30,15.65,277.17,2.32,79830
2014,1,9,10,30,14.870000000000001,273.51,3.61,79810
2014,1,9,11,30,15.46,270.66,3.98,79760
2014,1,9,12,30,15.17,269.12,4.17,79710
2014,1,9,13,30,17.28,263.75,4.18,79640
2014,1,9,14,30,16.75,255.28,4.68,79600
2014,1,9,15,30,9.52,261.97,4.45,79640
2014,1,9,16,30,11.26,277.23,4.13,79670
2014,1,9,17,30,11.26,284.03000000000003,3.65,79680
2014,1,9,18,30,9.370000000000001,271.57,4.44,79640
2014,1,9,19,30,7.4,250.72,3.33,79640
2014,1,9,20,30,4.0600000000000005,232.13,2.2800000000000002,79610
2014,1,9,21,30,7.99,246.71,1.51,79600
2014,1,9,22,30,17.21,274.01,1.6300000000000001,79520
2014,1,9,23,30,14.22,290.6,0.28,79580
2014,1,10,0,30,16.21,285.91,-0.09,79600
2014,1,10,1,30,12.61,256.59000000000003,-1.62,79600
2014,1,10,2,30,5.68,352.66,-1.6300000000000001,79600
2014,1,10,3,30,24.01,264.99,-3.42,79430
2014,1,10,4,30,25.78,266.73,-3.65,79410
2014,1,10,5,30,28.71,273.84000000000003,-3.5500000000000003,79400
2014,1,10,6,30,27.94,274.01,-4.17,79380
2014,1,10,7,30,26.27,269.05,-3.93,79340
2014,1,10,8,30,26.3,271.08,-2.88,79290
2014,1,10,9,30,27.240000000000002,278.16,-1.85,79280
2014,1,10,10,30,26.73,279.19,-0.89,79290
2014,1,10,11,30,26.36,282.81,0.19,79290
2014,1,10,12,30,25.400000000000002,288.33,1.19,79330
2014,1,10,13,30,26.03,290.40000000000003,1.62,79380
2014,1,10,14,30,22.48,293.15000000000003,2.25,79440
2014,1,10,15,30,12.17,328.71,2.34,79600
2014,1,10,16,30,6.08,28.91,1.8900000000000001,79640
2014,1,10,17,30,10.870000000000001,310.38,0.97,79670
2014,1,10,18,30,23.38,294.1,1.02,79690
2014,1,10,19,30,25.21,293.92,0.8200000000000001,79740
2014,1,10,20,30,26.810000000000002,292.74,0.55,79790
2014,1,10,21,30,27,291.15000000000003,0.56,79860
2014,1,10,22,30,27.3,290.67,0.58,79900
2014,1,10,23,30,27.77,288.61,0.7000000000000001,79930
2014,1,11,0,30,29.52,288.55,0.87,79960
2014,1,11,1,30,30.57,287.41,1.28,79960
2014,1,11,2,30,27.310000000000002,284.47,1.48,79940
2014,1,11,3,30,15.67,283.82,1.12,79990
2014,1,11,4,30,6.87,274.31,1.72,80040
2014,1,11,5,30,6.29,272.29,2.41,80050
2014,1,11,6,30,21.87,267.55,2.62,80010
2014,1,11,7,30,30.07,258.23,4.05,80020
2014,1,11,8,30,29.79,263.91,5.08,80020
2014,1,11,9,30,29.68,266.29,6.32,80050
2014,1,11,10,30,24.95,268.11,7.91,80040
2014,1,11,11,30,22.28,264.97,9.120000000000001,80030
2014,1,11,12,30,21.11,248.73000000000002,9.870000000000001,80070
2014,1,11,13,30,23.01,267.64,10.22,80010
2014,1,11,14,30,23.55,267.65,9.92,79930
2014,1,11,15,30,25.21,265.31,9.96,79830
2014,1,11,16,30,10.24,243.95000000000002,9.21,79930
2014,1,11,17,30,4.5600000000000005,290.89,9.96,79990
2014,1,11,18,30,4.11,209.09,9.72,79950
2014,1,11,19,30,1.75,296.63,8.22,79900
2014,1,11,20,30,0.6900000000000001,44.43,8.620000000000001,79790
2014,1,11,21,30,2.88,120.63,8.07,79740
2014,1,11,22,30,2.81,170.8,7.930000000000001,79680
2014,1,11,23,30,7.3100000000000005,182.55,8.34,79630
2014,1,12,0,30,4.33,179.79,8.14,79610
2014,1,12,1,30,7.0200000000000005,173,8.36,79550
2014,1,12,2,30,5.46,216.68,7.3,79510
2014,1,12,3,30,12.200000000000001,262.45,6.33,79420
2014,1,12,4,30,10,254.95000000000002,5.95,79470
2014,1,12,5,30,7.84,235.89000000000001,6.54,79440
2014,1,12,6,30,15.610000000000001,269.3,5.22,79440
2014,1,12,7,30,13.57,272.81,5.92,79450
2014,1,12,8,30,15.88,272.08,1.83,79520
2014,1,12,9,30,22.71,287.62,1.41,79500
2014,1,12,10,30,23.55,283.91,1.42,79530
2014,1,12,11,30,21.62,279.64,1.37,79560
2014,1,12,12,30,13.19,284.98,2.18,79670
2014,1,12,13,30,18.07,296.33,0.72,79810
2014,1,12,14,30,11.35,295.31,0.9400000000000001,79900
2014,1,12,15,30,12.97,308.57,-0.1,79960
2014,1,12,16,30,14.530000000000001,318.82,-0.99,80010
2014,1,12,17,30,11.290000000000001,325.84000000000003,-1.36,80080
2014,1,12,18,30,11.68,326.1,-1.53,80170
2014,1,12,19,30,8.81,302.39,-1.87,80170
2014,1,12,20,30,17.26,277.06,-2.57,80130
2014,1,12,21,30,26.28,286.65000000000003,-2.92,80100
2014,1,12,22,30,26.73,287.58,-3.11,80130
2014,1,12,23,30,29.44,293.49,-3.02,80150
2014,1,13,0,30,29.44,292.17,-3.0100000000000002,80190
2014,1,13,1,30,30.060000000000002,291.68,-2.91,80180
2014,1,13,2,30,31,291.15000000000003,-2.59,80170
2014,1,13,3,30,31.76,290.27,-2.43,80130
2014,1,13,4,30,32.71,289.28000000000003,-2.07,80110
2014,1,13,5,30,33.21,288.83,-1.47,80090
2014,1,13,6,30,34.86,289.40000000000003,-0.92,80030
2014,1,13,7,30,35.99,290.35,-0.39,79970
2014,1,13,8,30,36.94,291.02,0.17,79970
2014,1,13,9,30,35.62,292.34000000000003,1.08,80000
2014,1,13,10,30,34.230000000000004,292.21,1.99,79990
2014,1,13,11,30,32.36,291.26,2.97,80000
2014,1,13,12,30,31.060000000000002,290.49,3.86,80000
2014,1,13,13,30,30.3,289.28000000000003,4.44,80010
2014,1,13,14,30,29.86,286.5,4.44,79960
2014,1,13,15,30,31.85,283.43,4,79920
2014,1,13,16,30,31.73,284.48,2.93,79940
2014,1,13,17,30,28.57,284.81,2.3000000000000003,80020
2014,1,13,18,30,30.77,284.43,2.05,80080
2014,1,13,19,30,26.580000000000002,282.57,2.34,80150
2014,1,13,20,30,30.61,282.79,2.44,80160
2014,1,13,21,30,29.92,280.31,2.17,80250
2014,1,13,22,30,29.54,280.28000000000003,2.07,80260
2014,1,13,23,30,29.740000000000002,282.31,2.06,80280
2014,1,14,0,30,28.52,282.48,1.96,80350
2014,1,14,1,30,27.07,285.94,1.99,80450
2014,1,14,2,30,25.75,287.48,1.75,80510
2014,1,14,3,30,25.09,291.99,1.44,80590
2014,1,14,4,30,20.6,295.42,0.73,80710
2014,1,14,5,30,8.4,29.52,-1.77,80960
2014,1,14,6,30,7.26,6.7,-3.94,81100
2014,1,14,7,30,4.11,47.81,-3.94,81160
2014,1,14,8,30,3.83,50.4,-4.22,81200
2014,1,14,9,30,3.81,66.18,-3.96,81270
2014,1,14,10,30,2.36,78.51,-3.9,81290
2014,1,14,11,30,2.45,64.9,-2.91,81290
2014,1,14,12,30,3.45,60.68,-1.97,81310
2014,1,14,13,30,4.3100000000000005,30.89,-0.15,81320
2014,1,14,14,30,3.16,59.410000000000004,0.38,81320
2014,1,14,15,30,3.2800000000000002,19.830000000000002,1.08,81300
2014,1,14,16,30,8.39,342.91,1.9100000000000001,81300
2014,1,14,17,30,3.31,45.74,1.16,81330
2014,1,14,18,30,1.83,117.99000000000001,0.74,81360
2014,1,14,19,30,2.68,136.69,0.6900000000000001,81310
2014,1,14,20,30,2.66,108.92,1.17,81250
2014,1,14,21,30,2.69,95.92,1.75,81220
2014,1,14,22,30,4.2700000000000005,114.45,2.2600000000000002,81150
2014,1,14,23,30,2.54,113.04,2.79,81110
2014,1,15,0,30,7.34,307.85,3.2600000000000002,81060
2014,1,15,1,30,21.72,283.66,4.15,80990
2014,1,15,2,30,19.27,274.05,4.46,80990
2014,1,15,3,30,17.97,272.3,4.87,80910
2014,1,15,4,30,18.18,273.67,5.25,80860
2014,1,15,5,30,17.650000000000002,272.9,5.64,80820
2014,1,15,6,30,15.950000000000001,270.62,6.03,80800
2014,1,15,7,30,15.55,266.3,6.28,80780
2014,1,15,8,30,15.530000000000001,266.04,6.29,80790
2014,1,15,9,30,22.57,285.87,6.74,80780
2014,1,15,10,30,19.650000000000002,281.69,7.58,80760
2014,1,15,11,30,18.88,283.36,8.49,80710
2014,1,15,12,30,19.31,285.31,8.31,80690
2014,1,15,13,30,18.080000000000002,286.24,8.57,80680
2014,1,15,14,30,18,282.23,8.07,80680
2014,1,15,15,30,19.71,279.29,7.21,80640
2014,1,15,16,30,19.35,270.73,6.37,80660
2014,1,15,17,30,19.06,267.72,5.5600000000000005,80670
2014,1,15,18,30,19.09,267.53000000000003,5.47,80660
2014,1,15,19,30,18.740000000000002,265.25,5.37,80620
2014,1,15,20,30,19.57,269.72,5.19,80570
2014,1,15,21,30,21.86,269.03000000000003,4.88,80600
2014,1,15,22,30,19.26,272.56,4.89,80630
2014,1,15,23,30,21.3,287.83,5.13,80580
2014,1,16,0,30,24.8,298.49,5.13,80590
2014,1,16,1,30,14.43,304.69,4.18,80640
2014,1,16,2,30,3.71,53.4,3.93,80720
2014,1,16,3,30,6.890000000000001,121.41,4.57,80730
2014,1,16,4,30,3.72,308.59000000000003,3.29,80700
2014,1,16,5,30,3.12,112.32000000000001,3.2600000000000002,80780
2014,1,16,6,30,7.36,126.96000000000001,3.02,80880
2014,1,16,7,30,5.93,17.7,1.58,80920
2014,1,16,8,30,3.65,133.68,1.85,80920
2014,1,16,9,30,12.5,335.44,2.99,80950
2014,1,16,10,30,9.9,340.86,3.36,80930
2014,1,16,11,30,11.38,333.87,3.58,80960
2014,1,16,12,30,11.32,341.53000000000003,4.19,80980
2014,1,16,13,30,15.19,324.95,4.04,80970
2014,1,16,14,30,17.29,301.33,4.15,80920
2014,1,16,15,30,17.150000000000002,295.66,3.45,80910
2014,1,16,16,30,17.740000000000002,292.81,2.58,80940
2014,1,16,17,30,13.85,297.67,1.62,80980
2014,1,16,18,30,6.92,15.33,1.3,81080
2014,1,16,19,30,3.85,45.24,1.33,81120
2014,1,16,20,30,1.17,123.3,0.59,81110
2014,1,16,21,30,7.18,331.8,0.79,81090
2014,1,16,22,30,7,317.8,0.62,81040
2014,1,16,23,30,6.55,16.92,0.87,81000
2014,1,17,0,30,2.18,128.76,0.8300000000000001,80960
2014,1,17,1,30,1.42,123.85000000000001,1.59,80940
2014,1,17,2,30,10.51,287.61,2.31,80870
2014,1,17,3,30,18.17,285.37,3.0300000000000002,80790
2014,1,17,4,30,17.8,279.90000000000003,3.23,80790
2014,1,17,5,30,16.19,267.99,3.34,80820
2014,1,17,6,30,16.93,269.77,3.68,80800
2014,1,17,7,30,18.2,271.82,3.99,80750
2014,1,17,8,30,18.88,273.84000000000003,4.47,80720
2014,1,17,9,30,17.31,283.91,5.47,80710
2014,1,17,10,30,17.22,294.87,6.34,80650
2014,1,17,11,30,15.39,295.2,6.93,80640
2014,1,17,12,30,14.91,299.16,7.3500000000000005,80630
2014,1,17,13,30,15.700000000000001,293.06,7.55,80630
2014,1,17,14,30,15.89,286.53000000000003,7.3500000000000005,80610
2014,1,17,15,30,15.64,277.07,6.68,80600
2014,1,17,16,30,18.67,274.18,5.92,80600
2014,1,17,17,30,18.73,276.31,5.37,80610
2014,1,17,18,30,18.67,279.03000000000003,5.28,80610
2014,1,17,19,30,18.37,279.43,5.05,80610
2014,1,17,20,30,17.25,278.25,5.04,80590
2014,1,17,21,30,16.63,275.5,4.95,80610
2014,1,17,22,30,14.59,272.15,5.18,80600
2014,1,17,23,30,13.16,269.22,5.49,80620
2014,1,18,0,30,11.61,264.96,5.78,80640
2014,1,18,1,30,2.42,137.67000000000002,5.46,80700
2014,1,18,2,30,3.29,147.63,6.140000000000001,80700
2014,1,18,3,30,1.71,142.01,6.11,80700
2014,1,18,4,30,7.3500000000000005,287.12,6.26,80710
2014,1,18,5,30,9.200000000000001,298.40000000000003,6.12,80740
2014,1,18,6,30,11.43,293.61,6.83,80780
2014,1,18,7,30,10.64,296.26,6.68,80810
2014,1,18,8,30,6.390000000000001,305.22,6.5200000000000005,80830
2014,1,18,9,30,4.55,345.51,7.68,80890
2014,1,18,10,30,2.38,75.71000000000001,7.26,80910
2014,1,18,11,30,2.34,89.79,7.8100000000000005,80930
2014,1,18,12,30,2.62,107.66,8,80960
2014,1,18,13,30,3.34,110.84,8.51,80980
2014,1,18,14,30,3.27,110.21000000000001,8.77,80990
2014,1,18,15,30,3.2800000000000002,137.67000000000002,8.67,80980
2014,1,18,16,30,3.14,155.82,8.31,80980
2014,1,18,17,30,4.58,168.43,8.02,81010
2014,1,18,18,30,4.96,177.06,7.0600000000000005,81000
2014,1,18,19,30,3.59,191.19,7.65,80930
2014,1,18,20,30,3.6,253.92000000000002,7.6000000000000005,80860
2014,1,18,21,30,13.200000000000001,281.03000000000003,8.96,80800
2014,1,18,22,30,14.77,282.23,9.46,80750
2014,1,18,23,30,14.48,282.08,9.52,80720
2014,1,19,0,30,14.450000000000001,275.73,9.41,80720
2014,1,19,1,30,17.43,271.78000000000003,9.67,80690
2014,1,19,2,30,18.990000000000002,273.3,9.540000000000001,80650
2014,1,19,3,30,19.77,271.57,9.28,80600
2014,1,19,4,30,19.330000000000002,272.02,9.32,80620
2014,1,19,5,30,20.04,273.27,9.38,80620
2014,1,19,6,30,20.6,274.79,9.09,80610
2014,1,19,7,30,20.87,275.02,9.14,80590
2014,1,19,8,30,19.55,273.73,9.57,80580
2014,1,19,9,30,17.78,276.77,10.94,80580
2014,1,19,10,30,16.07,279.44,12.21,80560
2014,1,19,11,30,15,282.90000000000003,13.1,80520
2014,1,19,12,30,12.58,282.39,13.41,80530
2014,1,19,13,30,11.78,284.69,13.11,80540
2014,1,19,14,30,12.6,286.51,12.61,80510
2014,1,19,15,30,14.52,283.17,11.74,80490
2014,1,19,16,30,16.68,276.59000000000003,10.700000000000001,80490
2014,1,19,17,30,17.69,274.23,9.93,80500
2014,1,19,18,30,18.330000000000002,274.84000000000003,9.69,80500
2014,1,19,19,30,18.55,276.54,9.71,80480
2014,1,19,20,30,17.740000000000002,273.32,9.25,80450
2014,1,19,21,30,18.19,269.9,8.74,80440
2014,1,19,22,30,20,266.44,8.71,80450
2014,1,19,23,30,20.240000000000002,274.55,8.45,80470
2014,1,20,0,30,17.98,274.45,9.24,80440
2014,1,20,1,30,16.4,267.11,8.72,80520
2014,1,20,2,30,12.44,298.13,10.63,80550
2014,1,20,3,30,8.870000000000001,272.84000000000003,8.45,80630
2014,1,20,4,30,7.61,307.53000000000003,7.07,80720
2014,1,20,5,30,14.3,299.06,7.07,80790
2014,1,20,6,30,15.52,294.58,6.96,80830
2014,1,20,7,30,3.96,64.83,2.9,81040
2014,1,20,8,30,5.3100000000000005,53.410000000000004,0.72,81140
2014,1,20,9,30,3.29,79.44,0.39,81200
2014,1,20,10,30,2.91,99.89,0.63,81210
2014,1,20,11,30,2.23,127.49000000000001,1.6400000000000001,81210
2014,1,20,12,30,2.89,102.27,2.45,81220
2014,1,20,13,30,2.21,90.58,2.93,81260
2014,1,20,14,30,2.56,63.74,4.0200000000000005,81280
2014,1,20,15,30,1.6,67.05,4.76,81270
2014,1,20,16,30,2.0300000000000002,96.77,4.5600000000000005,81310
2014,1,20,17,30,3.9,145.25,3.89,81370
2014,1,20,18,30,3.66,176.4,3.48,81410
2014,1,20,19,30,3.87,182.4,3.43,81410
2014,1,20,20,30,4.39,170.6,3.42,81390
2014,1,20,21,30,3.0100000000000002,186.04,3.49,81360
2014,1,20,22,30,4.33,159.14000000000001,3.7,81330
2014,1,20,23,30,1.69,146.06,5.2,81300
2014,1,21,0,30,1.21,239.53,5.65,81260
2014,1,21,1,30,9.73,282.65000000000003,6.44,81210
2014,1,21,2,30,16.81,288.33,7.92,81140
2014,1,21,3,30,18.32,286.27,8.120000000000001,81070
2014,1,21,4,30,21,287.24,8.61,81010
2014,1,21,5,30,22.89,286.67,9.07,80970
2014,1,21,6,30,21.75,282.96,9.21,80920
2014,1,21,7,30,19.67,277.43,9.25,80860
2014,1,21,8,30,19.76,273.36,9.790000000000001,80800
2014,1,21,9,30,21.61,284.05,10.88,80770
2014,1,21,10,30,23.52,266.53000000000003,10.58,80800
2014,1,21,11,30,23.03,263.88,10.85,80770
2014,1,21,12,30,22.650000000000002,267.79,11.55,80740
2014,1,21,13,30,21.01,269.63,12.01,80710
